step,fitness,genome
0,0.541230624164894,"[True, True, True, True, False, False, False, False, True, True, False, False, False, False, False, True, True, False, True, True, False, False, False, False, True, False, False, False, True, False, False, True, True, False, False, True, False, False, False, False]"
0,0.5350312585033767,"[True, True, True, True, False, False, False, False, False, True, True, True, True, False, True, False, True, False, True, True, True, False, True, False, False, False, False, False, False, False, False, False, True, False, True, True, True, False, False, True]"
0,0.06666850722826684,"[True, True, False, False, False, False, True, True, False, True, False, False, False, True, False, False, True, False, True, True, False, True, True, True, True, True, True, True, False, False, False, True, True, True, True, False, True, False, False, True]"
0,0.007586660090216829,"[True, False, False, True, True, True, False, True, False, False, False, True, True, True, True, True, True, True, True, True, True, False, False, True, True, True, False, False, False, True, False, True, False, True, False, False, False, True, False, False]"
0,0.005128041656520972,"[True, False, False, True, False, True, True, True, False, False, False, True, False, True, True, False, True, True, True, True, True, True, False, False, True, False, False, False, False, True, True, False, True, True, True, True, False, True, False, True]"
0,0.0345228232930245,"[True, False, True, True, False, True, True, False, True, True, False, True, False, True, False, False, True, True, False, True, False, False, False, True, False, True, True, False, True, False, True, False, True, False, True, True, False, True, True, True]"
0,0.7842947658484064,"[True, True, True, True, True, False, False, True, True, True, False, True, True, False, True, False, True, True, False, True, True, False, True, True, True, False, True, True, False, True, False, False, True, True, True, False, True, True, False, False]"
0,0.23545074900911095,"[True, True, False, True, True, True, False, True, True, False, False, False, False, True, True, True, False, True, False, True, True, False, False, False, False, False, False, False, False, False, True, True, True, False, True, True, True, False, True, True]"
0,0.5181420362271972,"[True, True, True, False, True, True, True, True, True, False, True, True, False, True, False, True, True, False, False, True, False, False, True, True, False, True, True, False, False, True, False, True, False, True, True, True, False, True, True, True]"
0,0.09640951010637104,"[True, True, False, False, True, False, True, False, True, False, False, True, True, False, True, True, False, False, False, True, True, False, False, False, False, False, True, False, False, False, False, True, False, False, False, False, False, False, True, True]"
0,0.0007782430574419673,"[False, True, True, True, True, True, False, True, False, False, True, False, False, False, False, False, True, False, False, False, True, False, True, True, True, False, True, True, True, False, True, True, False, True, False, False, True, True, True, False]"
0,0.039716961363297026,"[True, False, True, True, True, False, False, True, False, True, True, False, True, False, False, True, False, True, True, True, False, False, False, True, False, False, True, True, True, False, True, False, False, False, False, False, False, True, True, True]"
0,0.9297931041345033,"[True, True, True, True, True, True, True, False, False, False, True, False, False, True, False, False, True, False, True, False, True, True, False, False, True, False, True, True, True, False, False, False, True, True, False, True, True, False, False, True]"
0,0.005311214961713451,"[True, False, False, True, False, True, True, True, True, False, False, True, True, True, True, False, True, True, True, True, True, False, False, True, True, True, False, False, False, True, True, False, True, True, True, True, True, True, True, False]"
0,0.048429895540261135,"[True, False, True, True, True, True, False, True, False, False, True, False, False, False, False, False, False, True, False, False, False, False, True, True, True, True, False, True, True, False, True, False, False, True, False, True, False, True, True, False]"
0,0.2372564120550227,"[True, True, False, True, True, True, False, True, True, False, True, True, False, False, True, False, True, False, True, False, True, True, True, True, True, False, True, False, True, False, False, False, False, False, True, False, False, True, False, False]"
0,0.02758103996639642,"[True, False, True, True, False, False, True, False, True, True, False, False, False, True, False, True, True, True, False, False, True, False, True, True, False, False, False, True, False, False, True, False, True, True, True, True, False, False, False, False]"
0,0.0311094676814195,"[True, False, True, True, False, True, False, False, True, True, True, True, False, False, False, False, False, False, False, True, False, False, False, True, False, True, True, False, True, False, True, False, True, False, True, True, True, True, True, True]"
0,0.027576523412222196,"[True, False, True, True, False, False, True, False, True, True, False, False, False, True, False, True, False, False, False, False, True, False, True, True, False, False, True, True, False, False, True, True, True, True, True, True, False, False, False, False]"
0,0.4807912475053038,"[True, True, True, False, True, True, False, True, True, True, True, False, True, True, False, False, False, False, True, False, True, True, False, False, True, True, False, False, False, True, False, False, False, False, False, True, True, False, True, False]"
0,0.04842987112887038,"[True, False, True, True, True, True, False, True, False, False, True, False, False, False, False, False, False, True, False, False, False, False, True, True, False, False, True, True, True, False, True, False, False, True, True, False, False, True, True, False]"
0,0.025667725867068822,"[True, False, True, True, False, False, False, True, False, True, True, True, True, True, False, True, True, True, True, True, False, False, False, True, True, False, False, True, True, False, True, True, True, False, False, False, True, True, True, True]"
0,0.5350529859781644,"[True, True, True, True, False, False, False, False, False, True, True, True, True, False, True, False, True, True, True, True, True, False, True, False, False, False, False, False, False, False, False, False, True, False, True, True, True, False, False, True]"
0,0.02025204165124813,"[True, False, True, False, True, True, False, True, False, True, False, True, False, True, False, True, True, True, False, True, False, False, False, True, True, True, False, False, False, True, True, False, False, True, True, True, True, False, False, True]"
0,0.06140623464367755,"[True, True, False, False, False, False, False, True, True, False, True, False, True, False, True, True, False, True, True, False, False, False, True, True, True, True, False, False, True, False, True, False, False, False, True, False, True, False, True, False]"
0,0.025622561991434093,"[True, False, True, True, False, False, False, True, False, True, True, True, False, True, False, True, True, True, True, True, False, False, False, True, False, False, True, True, True, True, True, True, False, False, False, False, True, True, True, True]"
0,0.04654186381295683,"[True, False, True, True, True, True, False, False, False, True, True, False, False, False, False, False, False, False, False, True, True, True, True, False, True, False, False, True, True, True, True, False, False, False, True, False, False, False, False, False]"
0,0.00020540229228171756,"[False, True, True, False, True, True, False, True, True, False, False, False, False, True, False, True, True, False, False, True, False, False, True, True, False, True, True, False, False, False, False, True, False, True, False, True, False, False, True, False]"
0,0.18974267452625374,"[True, True, False, True, True, False, False, False, True, True, False, False, True, True, False, False, False, True, True, True, False, False, False, False, True, True, False, True, True, False, False, False, False, False, True, False, True, True, True, False]"
0,4.264442525777382e-05,"[False, True, False, True, True, True, False, True, True, False, False, True, False, True, True, False, True, True, False, True, True, True, False, False, False, True, False, False, False, False, True, True, True, False, True, False, False, True, False, True]"
0,0.14760989083123188,"[True, True, False, True, False, False, True, True, False, True, True, False, True, True, False, False, False, False, True, True, False, False, True, False, True, True, False, False, False, False, True, True, True, False, True, True, False, False, False, False]"
0,2.4470947016521013e-05,"[False, True, False, True, True, False, False, False, True, False, False, False, True, False, False, False, False, True, True, True, False, False, False, False, True, True, False, True, True, False, False, False, True, False, True, False, True, True, True, False]"
0,0.4628191613725104,"[True, True, True, False, True, True, False, True, False, False, False, False, False, True, False, False, True, False, False, True, False, False, True, True, False, True, True, False, False, True, False, True, False, True, False, False, False, False, True, True]"
0,0.27611766368363466,"[True, True, True, False, False, False, False, True, False, False, False, True, False, True, True, False, False, False, True, False, False, False, True, False, True, False, True, True, False, False, True, False, False, True, False, True, False, False, True, False]"
0,0.2371702582504412,"[True, True, False, True, True, True, False, True, True, False, True, True, False, False, False, False, True, False, False, True, True, True, True, True, True, True, True, True, True, False, True, False, True, False, False, False, False, True, False, False]"
0,0.009069835100199479,"[True, False, False, True, True, True, True, True, True, True, True, True, False, True, False, False, True, False, True, False, True, True, False, True, False, False, True, True, False, False, False, False, True, False, False, False, False, False, False, False]"
0,0.8473433912664423,"[True, True, True, True, True, False, True, True, True, True, False, False, True, False, True, True, False, True, False, True, False, True, True, True, True, True, False, True, False, True, False, False, True, True, False, True, True, False, True, False]"
0,0.020261171406808876,"[True, False, True, False, True, True, False, True, False, True, False, True, False, True, True, True, True, True, False, True, False, False, False, True, True, True, False, False, False, True, True, False, False, False, True, True, False, False, False, True]"
0,0.020978356447667715,"[True, False, True, False, True, True, False, True, True, True, True, True, False, False, True, False, False, True, True, True, False, False, True, True, False, False, False, False, False, False, True, False, True, False, False, True, False, False, True, True]"
0,0.170492149428126,"[True, True, False, True, False, True, True, False, False, True, True, True, True, True, False, True, True, True, False, True, True, True, False, True, False, False, True, True, True, False, False, False, True, True, False, False, True, True, True, False]"
0,0.02762552768435088,"[True, False, True, True, False, False, True, False, True, True, False, False, True, True, False, True, False, False, True, False, True, False, True, True, False, True, True, True, True, False, True, False, True, True, True, True, False, False, False, False]"
0,0.06218942612521592,"[True, True, False, False, False, False, False, True, True, True, True, False, True, False, True, False, False, True, False, False, False, False, True, True, True, True, False, False, False, False, False, False, False, False, True, True, True, False, True, False]"
0,0.22367717351158914,"[True, True, False, True, True, True, False, False, False, True, True, False, False, True, False, True, False, False, True, False, True, False, True, True, True, True, False, True, False, True, False, True, False, False, True, True, False, True, False, False]"
0,0.9919964753144838,"[True, True, True, True, True, True, True, True, True, True, False, False, True, False, True, True, False, True, False, True, True, False, True, True, True, False, True, True, False, True, False, False, True, True, False, False, True, False, True, False]"
0,0.45470419810162716,"[True, True, True, False, True, True, False, False, True, False, False, True, True, False, False, True, False, True, False, True, False, True, True, False, True, False, False, False, False, True, True, True, False, False, True, False, False, True, True, False]"
0,0.40071084826312137,"[True, True, True, False, True, False, False, True, True, False, True, False, False, False, False, False, True, False, False, False, False, True, False, False, True, False, False, True, False, True, True, True, False, False, True, False, False, False, True, True]"
0,2.8460659123685724e-10,"[False, False, False, True, True, True, False, False, False, True, True, False, True, True, False, False, False, False, True, True, False, False, True, False, False, True, False, True, False, True, False, True, False, True, True, True, False, True, False, False]"
0,0.17012530346576868,"[True, True, False, True, False, True, True, False, False, True, True, True, False, False, True, False, False, False, False, False, True, False, False, True, True, False, True, False, True, True, False, True, False, True, False, True, True, False, False, True]"
0,0.546493867440816,"[True, True, True, True, False, False, False, False, True, True, True, True, True, True, False, True, False, True, False, True, True, True, False, True, False, True, True, True, True, False, False, False, True, True, False, False, True, True, True, False]"
0,0.0009353053267284131,"[False, True, True, True, True, True, True, True, False, True, True, True, False, False, True, False, True, True, False, True, True, True, False, False, False, False, False, False, False, False, False, True, False, True, True, True, True, False, False, False]"
0,0.015215291106959301,"[True, False, True, False, True, False, False, False, False, True, True, True, False, False, True, False, True, True, True, False, False, True, True, False, False, True, False, True, True, False, False, False, True, True, False, False, False, False, False, False]"
0,0.1703858061440934,"[True, True, False, True, False, True, True, False, False, True, True, True, True, False, True, False, False, True, True, True, False, False, False, False, False, False, True, False, True, True, True, True, False, True, False, True, False, False, False, True]"
0,0.0011630055450886651,"[True, False, False, False, False, False, True, False, False, True, False, False, False, False, False, True, True, False, False, True, False, False, False, True, False, False, True, True, False, True, False, False, True, False, False, False, True, False, False, True]"
0,0.046392730966383834,"[True, False, True, True, True, True, False, False, False, True, False, True, False, False, False, False, True, False, True, False, False, True, False, True, False, False, False, True, True, False, True, True, False, True, False, True, True, False, False, True]"
0,0.23120600158023302,"[True, True, False, True, True, True, False, True, False, False, True, False, False, False, False, False, False, True, False, False, False, False, True, True, True, False, True, True, True, False, True, False, False, True, True, False, False, True, True, False]"
0,0.4707823214194464,"[True, True, True, False, True, True, False, True, False, True, True, False, True, True, False, False, False, False, True, False, True, True, False, False, True, True, False, False, False, True, False, False, False, False, False, True, True, False, True, False]"
0,0.8742241170163465,"[True, True, True, True, True, True, False, False, True, False, False, True, False, True, False, False, True, True, True, True, True, False, False, False, False, False, False, True, False, False, True, True, True, False, True, False, False, True, False, True]"
0,0.5412319963453304,"[True, True, True, True, False, False, False, False, True, True, False, False, False, False, False, True, True, False, True, True, False, True, False, False, True, False, False, False, True, False, False, True, True, False, True, False, False, False, False, False]"
0,2.4469597385839227e-05,"[False, True, False, True, True, False, False, False, True, False, False, False, True, False, False, False, False, True, False, True, False, False, False, False, True, True, False, True, True, False, False, False, False, True, True, True, True, True, True, False]"
0,0.8306688046016617,"[True, True, True, True, True, False, True, True, False, True, False, False, True, False, True, True, False, True, False, True, True, False, True, True, True, False, True, True, False, True, False, False, True, False, False, False, True, False, True, False]"
0,0.06735157402803639,"[True, True, False, False, False, False, True, True, False, True, True, True, False, True, True, True, True, False, True, True, False, False, True, True, False, True, True, True, False, False, False, True, True, False, True, False, True, False, False, True]"
0,0.5307234493464732,"[True, True, True, True, False, False, False, False, False, True, False, False, True, False, False, False, True, True, True, True, True, False, True, False, True, False, False, True, False, False, False, False, True, True, True, True, True, False, False, True]"
0,0.7605140816107822,"[True, True, True, True, True, False, False, True, False, False, False, True, False, True, True, False, False, False, True, True, False, True, True, True, True, False, True, True, False, False, True, False, False, True, False, True, False, False, False, False]"
0,0.26181813088889727,"[True, True, False, True, True, True, True, True, True, True, True, False, False, True, False, False, True, False, False, False, True, False, False, False, False, False, False, True, True, False, True, False, True, False, False, False, False, False, True, False]"
0,0.5443574986405677,"[True, True, True, True, False, False, False, False, True, True, True, False, False, True, False, True, False, False, True, True, False, True, False, False, True, False, False, False, True, False, True, True, True, False, False, False, False, True, False, False]"
0,0.26090902208333294,"[True, True, False, True, True, True, True, True, True, True, False, True, False, False, False, False, True, False, False, True, True, False, False, True, False, False, True, True, True, False, False, False, True, False, False, True, False, False, False, False]"
0,0.11667930770731733,"[True, True, False, False, True, True, True, False, True, False, False, False, False, False, True, False, False, True, False, True, True, False, False, True, False, False, True, True, True, False, True, False, True, True, False, True, False, True, False, True]"
0,0.26256228474693094,"[True, True, False, True, True, True, True, True, True, True, True, True, False, True, False, False, True, True, False, False, True, True, False, True, False, False, True, True, True, False, True, False, True, False, False, True, False, False, False, False]"
0,4.257299627924317e-05,"[False, True, False, True, True, True, False, True, True, False, False, True, False, False, True, False, True, True, False, True, True, False, False, False, False, False, True, False, False, False, True, True, True, False, True, False, True, True, False, True]"
0,0.019838839511372653,"[True, False, True, False, True, True, False, False, True, True, True, True, True, False, True, False, False, True, True, True, False, False, False, True, False, False, False, False, False, False, True, False, True, False, False, True, False, True, True, True]"
0,0.847345477329639,"[True, True, True, True, True, False, True, True, True, True, False, False, True, False, True, True, False, True, False, True, True, False, True, True, True, True, True, False, False, True, False, False, True, True, False, True, True, False, True, False]"
0,0.035625618619654416,"[True, False, True, True, False, True, True, True, False, True, True, False, True, False, False, False, False, False, True, True, True, False, False, True, False, True, True, True, False, False, False, True, True, False, True, False, True, True, False, True]"
0,1.0412319022033225e-14,"[False, False, False, False, True, False, True, False, False, False, True, True, True, False, True, True, True, False, False, True, True, False, False, True, False, False, True, False, False, False, False, True, False, False, True, True, False, True, True, True]"
0,0.015215291106959301,"[True, False, True, False, True, False, False, False, False, True, True, True, False, False, True, False, True, True, True, False, False, True, True, False, False, True, False, True, True, False, False, False, True, True, False, False, False, False, False, False]"
0,0.009241588123637866,"[True, False, True, False, False, False, False, False, False, True, False, False, False, False, False, True, True, False, False, True, False, False, False, True, False, False, True, False, False, True, False, False, False, False, False, False, True, False, False, True]"
0,0.06004410659779792,"[True, True, False, False, False, False, False, True, False, False, True, True, True, True, False, False, False, True, False, False, True, True, False, False, False, True, False, True, False, False, False, True, False, True, False, False, True, False, True, False]"
0,0.05807463659245618,"[True, True, False, False, False, False, False, False, True, False, False, True, False, True, True, True, True, False, False, True, True, False, False, False, False, False, True, False, False, False, False, True, False, False, True, False, False, True, False, False]"
0,0.2360950607143755,"[True, True, False, True, True, True, False, True, True, False, False, True, False, True, True, False, True, True, False, True, True, False, False, False, False, False, False, False, False, False, True, True, True, False, True, False, True, True, True, True]"
0,0.45485516091917194,"[True, True, True, False, True, True, False, False, True, False, False, True, True, False, True, True, False, True, False, True, True, False, False, True, False, False, True, True, True, True, True, False, True, True, False, True, False, True, False, True]"
0,0.29328028008659335,"[True, True, True, False, False, False, True, False, False, True, True, True, False, False, True, False, True, False, True, False, True, False, False, False, False, False, False, False, False, False, False, False, True, False, True, True, True, False, False, True]"
0,0.006069490304219953,"[True, False, False, True, True, False, False, True, True, False, True, False, True, False, False, False, False, True, True, True, False, False, True, False, True, True, True, True, False, False, True, True, True, False, False, True, False, True, False, False]"
0,0.9110232710823605,"[True, True, True, True, True, True, False, True, True, False, True, False, False, False, False, False, False, False, True, False, False, False, False, False, True, False, False, True, True, True, True, True, False, False, False, False, True, False, False, True]"
0,0.5412319961778379,"[True, True, True, True, False, False, False, False, True, True, False, False, False, False, False, True, True, False, True, True, False, True, False, False, True, False, False, False, True, False, False, True, True, False, False, False, False, False, False, False]"
0,0.8473063563908397,"[True, True, True, True, True, False, True, True, True, True, False, False, True, False, True, True, False, False, False, False, True, True, True, True, True, False, True, True, False, True, False, False, True, True, False, True, True, False, True, False]"
0,0.4546294441017555,"[True, True, True, False, True, True, False, False, True, False, False, True, True, False, False, False, False, True, False, True, False, True, True, True, True, False, False, True, False, True, True, True, True, False, True, False, False, True, True, False]"
0,0.5350533248131764,"[True, True, True, True, False, False, False, False, False, True, True, True, True, False, True, False, True, True, True, True, True, False, True, True, False, False, False, False, False, False, False, False, False, False, True, True, True, False, False, True]"
0,6.813134744316207e-05,"[False, True, True, False, False, False, True, False, False, False, False, True, False, True, False, False, False, False, True, False, False, True, False, True, False, False, True, False, False, False, False, False, False, False, True, True, False, True, False, False]"
0,0.18851550736296183,"[True, True, False, True, True, False, False, False, True, False, True, False, True, False, False, False, False, True, True, True, False, False, False, False, True, True, False, True, True, False, False, False, False, True, True, False, True, False, True, False]"
0,0.04063363978920006,"[True, False, True, True, True, False, False, True, True, True, False, True, False, True, False, True, True, True, False, True, True, True, True, True, False, True, False, True, False, True, False, False, True, False, False, True, True, False, True, False]"
0,0.3127442723014095,"[True, True, True, False, False, False, True, True, True, True, True, False, True, False, False, False, False, True, False, True, True, False, True, True, True, False, True, True, False, True, False, False, True, True, False, True, True, False, True, False]"
0,0.14663101647774457,"[True, True, False, True, False, False, True, True, False, True, False, False, True, False, False, False, False, False, True, True, False, False, True, False, True, True, False, False, False, False, True, True, True, False, True, True, False, False, False, False]"
0,0.9309354630598209,"[True, True, True, True, True, True, True, False, False, False, True, False, True, True, False, False, True, False, True, False, True, False, False, True, True, True, True, False, True, False, True, False, True, True, False, True, True, False, True, True]"
0,0.0037192822623261456,"[True, False, False, True, False, False, True, False, False, True, False, True, False, False, False, False, False, True, True, False, False, False, True, False, False, False, True, True, False, True, True, False, False, False, False, False, False, False, False, True]"
0,0.27613561032691614,"[True, True, True, False, False, False, False, True, False, False, False, True, False, True, True, False, True, False, False, False, False, False, True, False, True, False, False, True, False, False, True, False, False, True, False, True, False, True, True, False]"
0,0.0011501619376972382,"[True, False, False, False, False, False, True, False, False, False, False, True, True, True, False, False, True, False, False, False, True, True, True, False, True, True, False, True, False, False, False, False, False, False, True, False, False, False, True, False]"
0,0.08090466204804272,"[True, True, False, False, False, True, True, True, False, False, False, True, False, True, False, True, True, False, False, True, True, True, False, True, True, True, True, False, True, True, False, True, True, False, False, False, True, False, True, True]"
0,0.40067735003550903,"[True, True, True, False, True, False, False, True, True, False, True, False, False, False, False, False, False, False, False, False, False, True, False, False, True, False, False, True, False, True, True, True, False, False, True, False, False, False, False, True]"
0,2.44712639152952e-05,"[False, True, False, True, True, False, False, False, True, False, False, False, True, False, False, False, False, True, True, True, True, False, False, False, False, True, False, True, True, True, False, False, False, False, True, False, True, True, True, False]"
0,0.14587372630255685,"[True, True, False, True, False, False, True, True, False, False, True, False, True, True, False, False, False, False, True, True, False, False, True, False, True, True, True, False, False, False, True, True, True, False, True, True, False, False, False, False]"
0,0.0037212686061587467,"[True, False, False, True, False, False, True, False, False, True, False, True, False, False, True, False, False, True, True, False, False, False, True, False, False, False, True, True, False, False, True, False, False, False, False, False, False, True, False, False]"
step,fitness,genome
1,0.8305396901659673,"[True, True, True, True, True, False, True, True, False, True, False, False, True, False, True, False, False, True, False, True, True, False, True, True, True, False, True, True, False, True, False, False, True, False, False, False, True, False, True, False]"
1,0.847335175431725,"[True, True, True, True, True, False, True, True, True, True, False, False, True, False, True, True, False, True, False, False, False, True, True, True, True, True, False, True, False, True, False, False, True, True, False, True, True, False, True, False]"
1,0.546493867440816,"[True, True, True, True, False, False, False, False, True, True, True, True, True, True, False, True, False, True, False, True, True, True, False, True, False, True, True, True, True, False, False, False, True, True, False, False, True, True, True, False]"
1,0.4807910933313736,"[True, True, True, False, True, True, False, True, True, True, True, False, True, True, False, False, False, False, True, False, True, True, False, False, False, True, False, False, False, True, False, False, False, False, False, True, True, False, True, False]"
1,0.39857203618453424,"[True, True, True, False, True, False, False, True, True, False, False, False, False, False, False, False, True, False, False, False, False, True, False, False, True, False, False, True, False, True, True, True, False, False, True, False, False, False, True, False]"
1,0.8742241255262493,"[True, True, True, True, True, True, False, False, True, False, False, True, False, True, False, False, True, True, True, True, True, False, False, False, False, False, False, True, False, True, True, True, True, True, False, False, False, True, False, True]"
1,0.7841740730158094,"[True, True, True, True, True, False, False, True, True, True, False, True, True, False, False, True, True, True, False, True, True, True, True, True, True, False, True, True, False, True, False, False, True, True, True, True, True, True, True, False]"
