step,fitness,genome
0,0.28194059687658124,"[True, True, True, False, False, False, False, True, True, False, False, False, True, True, True, False, True, False, False, False, False, False, True, True, True, False, True, True, False, True, True, False, True, False, False, False, False, False, True, False]"
0,0.5597820025187206,"[True, True, True, True, False, False, False, True, True, False, False, True, False, False, False, True, True, True, False, False, False, False, False, True, True, True, True, False, True, True, True, False, True, False, False, True, True, False, False, False]"
0,0.5596462396631553,"[True, True, True, True, False, False, False, True, True, False, False, True, False, False, False, False, False, True, False, False, False, False, False, True, True, True, True, False, True, True, True, False, True, False, False, True, True, False, False, False]"
0,0.3977185029951719,"[True, True, True, False, True, False, False, True, False, True, True, True, False, False, True, True, True, False, True, True, False, True, False, False, False, True, False, True, True, True, True, False, True, False, True, False, True, False, True, True]"
0,0.5546546089683563,"[True, True, True, True, False, False, False, True, False, True, False, True, True, False, False, False, True, True, True, False, False, False, False, False, True, True, False, False, False, False, True, False, True, False, False, True, False, False, True, False]"
0,0.5597820246179519,"[True, True, True, True, False, False, False, True, True, False, False, True, False, False, False, True, True, True, False, False, False, False, False, True, True, True, True, True, True, True, True, False, True, False, False, True, True, False, False, False]"
0,0.7742065340907711,"[True, True, True, True, True, False, False, True, True, False, False, False, True, False, False, False, False, False, False, True, True, False, True, False, True, False, False, True, True, False, False, True, False, True, False, True, False, True, True, True]"
0,0.5546546308853252,"[True, True, True, True, False, False, False, True, False, True, False, True, True, False, False, False, True, True, True, False, False, False, False, False, True, True, False, True, False, False, True, False, True, False, False, True, False, False, True, False]"
0,0.010019591358097473,"[True, False, True, False, False, False, False, True, True, False, False, False, True, True, True, False, True, False, False, False, False, False, True, True, True, False, True, True, False, True, True, False, True, False, False, False, False, False, True, False]"
0,0.003481181226795843,"[True, False, False, True, False, False, False, True, False, True, False, True, True, False, False, True, False, True, True, False, False, True, False, False, True, True, False, False, True, False, True, True, False, True, True, False, True, False, True, True]"
0,0.5546546308853252,"[True, True, True, True, False, False, False, True, False, True, False, True, True, False, False, False, True, True, True, False, False, False, False, False, True, True, False, True, False, False, True, False, True, False, False, True, False, False, True, False]"
0,0.5597367449404668,"[True, True, True, True, False, False, False, True, True, False, False, True, False, False, False, True, False, True, False, False, False, False, False, True, True, True, True, False, True, True, True, False, True, False, False, True, True, False, False, False]"
0,0.40410242930632584,"[True, True, True, False, True, False, False, True, True, True, False, True, False, False, True, False, True, True, True, True, False, False, True, False, True, False, False, True, False, False, True, False, True, True, False, False, True, False, False, False]"
0,0.003514433638662601,"[True, False, False, True, False, False, False, True, False, True, True, True, True, True, False, False, True, True, False, False, True, False, False, False, True, True, False, True, False, False, True, False, True, False, False, True, False, False, True, False]"
0,0.5546546308853252,"[True, True, True, True, False, False, False, True, False, True, False, True, True, False, False, False, True, True, True, False, False, False, False, False, True, True, False, True, False, False, True, False, True, False, False, True, False, False, True, False]"
0,0.7684718368743588,"[True, True, True, True, True, False, False, True, False, True, False, True, True, False, False, False, True, False, True, False, False, False, False, False, True, True, False, True, False, False, True, False, True, False, False, True, False, False, True, False]"
0,0.5597819969939128,"[True, True, True, True, False, False, False, True, True, False, False, True, False, False, False, True, True, True, False, False, False, False, False, True, True, True, True, False, True, False, True, False, True, False, False, True, True, False, False, False]"
0,0.0034830528097522873,"[True, False, False, True, False, False, False, True, False, True, False, True, True, False, True, True, False, True, True, False, False, True, False, False, True, True, False, False, True, False, True, True, False, True, True, False, True, False, True, True]"
